File	Title	Debate	Date	Decade	Election	Participants	Moderators	Speaker	Party	Factor 1	Factor 2	Factor 3	Factor 4	Factor 5	Factor 6	Text
t000077	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	0	3	0	1	-1	2	Wait a minute, Joe. Let me shut you down for a second, Joe, just for one second. He wants to shut down the country. We just went through it. We had to, because we didn’t know anything about the disease. Now we’ve found that elderly people with heart problems and diabetes and different problems are very, very vulnerable. We learned a lot. Young children aren’t, even younger people aren’t. We’ve learned a lot, but he wants to shut it down. More people will be hurt by continuing. If you look at Pennsylvania, if you look at certain states that have been shut down, they have Democrat governors, all, one of the reasons they shut down is because they want to keep it shut down until after the election on November 3rd.
t000092	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	4	7	0	3	-1	0	So we built the greatest economy in history. We closed it down because of the China plague. When the plague came in, we closed it down, which was very hard psychologically to do. He didn’t think we should close it down and he was wrong. Again, two million people would be dead now instead of… Still, 204,000 people is too much. One person is too much. Should have never happened from China. But what happened is we closed it down and now we’re reopening and we’re doing record business. We had 10.4 million people in a four-month period that we’ve put back into the workforce. That’s a record the likes of which nobody’s ever seen before. And he wants to close down the… He will shut it down again. He will destroy this country. A lot of people, between drugs and alcohol and depression, when you start shutting it down, you take a look at what’s happening at some of your Democrat-run states where they have these tough shutdowns. And I’m telling you it’s because they don’t want to open it. One of them came out last week, you saw that, “Oh, we’re going to open up on November 9th.” Why November 9th? Because it’s after the election. They think they’re hurting us by keeping them closed. They’re hurting people. People know what to do. They can social distance. They can wash their hands, they can wear masks. They can do whatever they want, but they got to open these states up. When you look at North Carolina, when you look, and these governors are under siege, Pennsylvania, Michigan, and a couple of others, you got to open these states up. It’s not fair. You’re talking about almost it’s like being in prison. And you look at what’s going on with divorce, look at what’s going on with alcoholism and drugs. It’s a very, very sad thing. And he’ll close down the whole country. This guy will close down the whole country and destroy our country. Our country is coming back incredibly well, setting records as it does it. We don’t need somebody to come in and say, “Let’s shut it down.”
t000093	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Democratic	8	1	0	1	1	0	The difference is millionaires and billionaires like him in the middle of the COVID crisis have done very well. Billionaires have made another $300 billion because of his profligate tax proposal, and he only focused on the market. But you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing? This guy paid a total of $750 in taxes.
t000111	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Democratic	8	0	0	0	1	0	By the way, I’m going to eliminate a significant number of the taxes. I’m going to make the corporate tax 28%. It shouldn’t be 21%. You have 91 companies federal, I mean, the fortune 500, who don’t pay a single penny in tax making billions of dollars.
t000114	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	4	2	0	0	2	0	They had the slowest economic recovery since 1929. It was the slowest recovery. Also, they took over something that was down here. All you had to do is turn on the lights and you pick up a lot. But they had the slowest economic recovery since 1929, and let me tell you about the stock market. When the stock market goes up, that means jobs. It also means 401ks. If you got in, if you ever became president with your ideas, you want to terminate my taxes. I’ll tell you what, you’ll lose. Half of the companies that have poured in here will leave. And plenty of companies that are already here, they’ll leave for other places.  They will leave and you will have a depression, the likes of which you’ve never seen.
t000128	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	1	1	0	0	1	0	Did Burisma pay him 183 thousand a month, with no experience in energy?
t000146	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Democratic	1	7	0	6	1	0	… second point I’d make to you, is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House. What did he do? He came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a Bible. And then what happened after that? The Bishop of that very church said that it was a disgrace. The general who was with him said “All he ever wants to do is divide people, not unite people at all.” This is a president who has used everything as a dog whistle, to try to generate racist hatred, racist division. This is a man who, in fact, you talk about helping African-Americans, one in 1000 African Americans has been killed because of the coronavirus. And if he doesn’t do something quickly, by the end of the year, one in 500 will have been killed. One in 500 African Americans. This man, this man is a savior of African-Americans? This man cares at all? This man’s done virtually nothing. Look, the fact is that you have to look at what he’s talks about. You have to look at what he did. And what he did has been disastrous for the African-American community.
t000165	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Democratic	0	0	0	0	-1	0	He wouldn’t know a suburb unless you took a wrong turn. He was, he was. . .
t000202	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	5	0	0	0	3	0	I want crystal clean water and air. I want beautiful clean air. We have now the lowest carbon. If you look at our numbers right now, we are doing phenomenally. But I haven’t destroyed our businesses. Our businesses aren’t put out of commission. If you look at the Paris Accord, it was a disaster from our standpoint. And people are actually very happy about what’s going on, because our businesses are doing well. As far as the fires are concerned, you need forest management. In addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and they’re like tinder and leaves and everything else. You drop a cigarette in there the whole forest burns down. You’ve got to have forest management.
t000203	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	1	2	0	0	1	0	I believe that we have to do everything we can to have immaculate air, immaculate water, and do whatever else we can that’s good. You know, we’re planting a billion trees–the Billion Tree Project–and it’s very exciting for a lot of people.
t000204	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	1	3	0	0	1	0	I think a lot of things do, but I think to an extent, yes. I think to an extent, yes. But I also think we have to do better management of our forests. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. You know, in Europe, they live their forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.”
t000206	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	0	5	0	0	1	0	No, but you would take a lot of cars off the market because people would be able to afford a car. Now, so, and by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline.
t000208	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Democratic	17	9	0	2	10	1	He’s absolutely wrong, number one. Number two, if in fact, when, during our Administration in the Recovery Act, I was able, was in charge, able to bring down the cost of renewable energy to cheaper than or as cheap as coal and gas and oil. Nobody’s gonna build another, uh, coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy, number one, Number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on, that’re electric vehicles. Making sure that we can do that, we’re going to put 500,000 charging stations and all of the highways that we’re going to be building in the future. We’re going to build a economy that in fact is going to provide for the ability us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will –they’ll emit significantly less gas and oil because the heat will not be going out. There’s so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs. Creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what’s happening. It’s all falling apart. And talk about someone who has no, no relationship to, with foreign policy. Brazil, the rainforests of Brazil are being torn down, are being ripped down. More, more carbon is absorbed in that rainforest than every bit of carbon that’s emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the comp–countries of the world coming up with 20 billion dollars, and say, “Here’s $20 billion. Stop, stop tearing, tearing down the forest. And if you don’t, then you’re going to have significant economic consequences.”
t000217	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Democratic	6	5	0	1	1	0	. . . we’re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. We spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. We’re in real trouble. Look what’s happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. They didn’t happen before. They’re because of global warming. We make up 15% of the world’s problem. We in fact, but the rest of the world, we’ve got to get them to come along. That’s why we have to get back into, back into the Paris Accord.
t000218	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	0	1	0	0	-1	0	Wait a minute, Chris. So why didn’t he do it for 47 years? You were Vice-President?
t000227	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Democratic	0	8	0	0	1	0	Prepare to let people vote. They should go to iwillvote.com. Decide how they’re going to vote, when they’re going to vote, and what means by which they’re going to vote. His own Homeland Security director, and as well as the FBI director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail-in ballots like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida. Number one. Number two, we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance. The polls are open on time, and the polls stay open until the votes are counted. And this is all about trying to dissuade people from voting because he’s trying to conf–to scare people into thinking that it’s not going to be legitimate. Show up and vote. You will determine the outcome of this election. Vote, vote, vote. If you’re able to vote early in your state, vote early. If you’re able to vote in person, vote in person. Vote whatever way is the best way for you. Because you will—he cannot stop you from being able to determine the outcome of this election. And in terms of whether or not, when the votes are counted and they’re all counted, that will be accepted. If I win, that will be accepted. If I lose, that’ll be accepted. But by the way, if in fact he says, he’s not sure what he’s going to accept. Well, let me tell you something, it doesn’t matter, because if we get the votes, it’s going to be all over. He’s gonna go. He can’t stay in power. It won’t happen. It won’t happen. So vote. Just make sure you understand, you have it in your control to determine what this country is gonna look like the next four years. Is it going to change, or are you going to get four more years of these lies?
t000236	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	0	0	0	0	-2	0	You’re wrong. You’re wrong. I love counting the votes. . .
t000238	September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	2020	2020 Election	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Republican	0	0	0	0	-1	0	Chris, he’s so wrong when he makes a statement like that-
t000253	October 07, 2020 Vice Presidential Debate Transcript	Vice Presidential Debate at the University of Utah in Salt Lake City, Utah	2020-10-07	2020	2020 Election	Senator Kamala Harris (D-CA) and Vice President Mike Pence (R)	Susan Page (USA Today)	PENCE	Republican	13	21	0	4	-1	3	Susan thank you. And I want to thank the Commission and the University of Utah for hosting this event. And Senator Harris, it’s a privilege to be on the stage with you. Our nation has gone through a very challenging time this year. But I want the American people to know that from the very first day, President Donald Trump has put the health of America first. Before there were more than five cases in the United States, all people who had returned from China, President Donald Trump did what no other American president had ever done. And that was he suspended all travel from China, the second largest economy in the world. Now, Senator, Joe Biden opposed that decision. He said it was xenophobic and hysterical, but I can tell you, having led the White House Coronavirus Task Force, that that decision alone by President Trump bought us invaluable time to stand up the greatest national mobilization since World War II. And I believe it’s saved hundreds of thousands of American lives. Because with that time we were able to reinvent testing. More than 115 million tests have been done to date. We were able to see to the delivery of billions of supplies so our doctors and nurses had the resources and support they needed. And we began, really before the month of February it was hard to develop a vaccine and to develop medicines and therapeutics that’ve been saving lives all along the way. And under President Trump’s leadership, Operation Warp Speed, we believe, will have literally tens of millions of doses of a vaccine before the end of this year. The reality is, when you look at the Biden plan, it reads an awful lot like what President Trump and I and our task force have been doing every step of the way. And quite frankly, when I look at their plan that talks about advancing testing, creating new PPE, developing a vaccine, umm, it looks a little bit like plagiarism, which is something Joe Biden knows a little bit about. I think the American people know that this is a president who has put the health of America first and the American people, I believe with my heart, can be proud of the sacrifices they have made. It’s saved countless American lives.
t000261	October 07, 2020 Vice Presidential Debate Transcript	Vice Presidential Debate at the University of Utah in Salt Lake City, Utah	2020-10-07	2020	2020 Election	Senator Kamala Harris (D-CA) and Vice President Mike Pence (R)	Susan Page (USA Today)	PENCE	Republican	3	2	0	0	-1	0	But the American people, I believe, deserve credit for the sacrifices that they have made, putting the health of their family and their neighbors first, our doctors, our nurses, our first responders –
t000264	October 07, 2020 Vice Presidential Debate Transcript	Vice Presidential Debate at the University of Utah in Salt Lake City, Utah	2020-10-07	2020	2020 Election	Senator Kamala Harris (D-CA) and Vice President Mike Pence (R)	Susan Page (USA Today)	PENCE	Republican	2	5	0	0	-1	0	At that- If I may say, that Rose Garden event, there’s been a great deal of speculation about it. My wife Karen and I were there and honored to be there. Many of the people who were at that event, Susan, actually were tested for coronavirus. And it was an outdoor event, which all of our scientists regularly and routinely advise, the difference here is President Trump and I trust the American people to make choices in the best interest of their health. Joe Biden and Kamala Harris consistently talk about mandates, and not not just mandates with the coronavirus but a government takeover of healthcare, the Green New Deal –
t000269	October 07, 2020 Vice Presidential Debate Transcript	Vice Presidential Debate at the University of Utah in Salt Lake City, Utah	2020-10-07	2020	2020 Election	Senator Kamala Harris (D-CA) and Vice President Mike Pence (R)	Susan Page (USA Today)	HARRIS	Democratic	1	0	0	1	-1	0	If the public health professionals, if Dr. Fauci, if the doctors tell us that we should take it, I’ll be the first in line to take it. Absolutely. But if Donald Trump tells us that we should take it, I’m not taking it.
t000271	October 07, 2020 Vice Presidential Debate Transcript	Vice Presidential Debate at the University of Utah in Salt Lake City, Utah	2020-10-07	2020	2020 Election	Senator Kamala Harris (D-CA) and Vice President Mike Pence (R)	Susan Page (USA Today)	PENCE	Republican	3	9	0	5	-1	2	Well, thank you but, I would like to go back. Because the reality is that we’re going to have a vaccine, Senator, in record time, in unheard of time, in less than a year. We have five companies in phase three clinical trials. And we’re right now producing tens of millions of doses. So, the fact that you continue to undermine public confidence in a vaccine if the vaccine emerges during the Trump administration, I think is unconscionable. And Senator, I just ask you, stop playing politics with people’s lives. The reality is that we will have a vaccine, we believe, before the end of this year, and it will have the capacity to save countless American lives. And your continuous undermining of confidence in a vaccine is just, it’s just unacceptable. And let me also say, you know the reality is when you talk about, about failure in this administration, we actually do know what failure looks like in a pandemic. It was 2009. The Swine Flu arrived in the United States. Thankfully, it was, ended up not being as lethal as the coronavirus. But before the end of the year, when Joe Biden was Vice President of the United States, not seven and a half million people contracted the swine flu, 60 million Americans contracted the swine flu. If the swine flu had been as lethal as the coronavirus in 2009 when Joe Biden was vice president, we would have lost 2 million American lives. His own Chief of Staff Ron Klain would say last year that it was pure luck. That they did “everything possible wrong”. And we learned from that. They left the Strategic National Stockpile empty. They left an empty and hollow plan, but we still learned from it. And I think –
t000275	October 07, 2020 Vice Presidential Debate Transcript	Vice Presidential Debate at the University of Utah in Salt Lake City, Utah	2020-10-07	2020	2020 Election	Senator Kamala Harris (D-CA) and Vice President Mike Pence (R)	Susan Page (USA Today)	PENCE	Republican	0	7	0	0	-1	0	Well, Susan, thank you. And let me, let me say on behalf of the President and the First Lady, how moved we’ve all been by the outpouring of prayers and concern for the President. And I do believe it’s emblematic of the prayers and the concern that have ushered forth for every American impacted by the coronavirus. But the care the president received at Walter Reed Hospital, White House doctors, was exceptional. And the transparency that they practiced all along the way will continue because the American people have a right to know about the health and well-being of their President. And we’ll continue to do that. But I’m just extremely grateful and was more than, more than a little moved by the broad and bipartisan support. And, Senator, I want to thank you and Joe Biden for your expressions and genuine concern. And I also want to congratulate you, as I did on that phone call, on the historic nature of your nomination.
t000280	October 07, 2020 Vice Presidential Debate Transcript	Vice Presidential Debate at the University of Utah in Salt Lake City, Utah	2020-10-07	2020	2020 Election	Senator Kamala Harris (D-CA) and Vice President Mike Pence (R)	Susan Page (USA Today)	PENCE	Republican	3	1	0	0	1	0	– and turned this economy around by cutting taxes, rolling back regulation, unleashing American energy-
t000283	October 07, 2020 Vice Presidential Debate Transcript	Vice Presidential Debate at the University of Utah in Salt Lake City, Utah	2020-10-07	2020	2020 Election	Senator Kamala Harris (D-CA) and Vice President Mike Pence (R)	Susan Page (USA Today)	HARRIS	Democratic	26	17	0	1	5	2	Thank you. On the issue of the economy, I think there couldn’t be a more fundamental difference between Donald Trump and Joe Biden. Joe Biden believes you measure the health and the strength of America’s economy based on the health, and the strength of the American worker and the American family. On the other hand, you have Donald Trump, who measures the strength of the economy based on how rich people are doing. Which is why he passed a tax bill benefitting the top 1% and the biggest corporations of America, leading to a $2 trillion deficit that the American people are gonna have to pay for. On day one, Joe Biden will repeal that tax bill. He’ll get rid of it. And what he’ll do with the money is invest it in the American people. And through a plan that is about investing in infrastructure, something that Donald Trump said he would do. I remember hearing about some infrastructure week, I don’t think it ever happened. But Joe Biden will do that. He’ll invest in infrastructure. It’s about upgrading our roads and bridges, but also investing in clean energy and renewable energy. Joe is gonna invest that money in what we need to do around innovation. There was a time when our country believed in science and invested in research and development so that we were an innovation leader on the globe. Joe Biden will use that money to invest in education. So for example, for folks who want to go to a two year Community College, it will be free. If you come from a family that makes less than $125,000, you’ll go to a public university for free. And across the board, we’ll make sure that if you have student loan debt it’s cut by $10,000. That’s how Joe Biden thinks about the economy, which is it’s about investing in the people of our country, as opposed to passing a tax bill, which had the benefit of letting American corporations go offshore to do their business.
t000285	October 07, 2020 Vice Presidential Debate Transcript	Vice Presidential Debate at the University of Utah in Salt Lake City, Utah	2020-10-07	2020	2020 Election	Senator Kamala Harris (D-CA) and Vice President Mike Pence (R)	Susan Page (USA Today)	PENCE	Republican	21	13	3	1	1	-1	– I mean, right after a time where we’re going through a pandemic that lost 22 million jobs at the height, we’ve already added back 11.6 million jobs because we had a president who cut taxes, rolled back regulation, unleashed American energy, fought for free and fair trade, and secured $4 trillion from the Congress of the United States to give direct payments to families, saved 50 million jobs through the paycheck protection program. We literally have spared no expense to help the American people and the American worker through this. Joe Biden and Kamala Harris want to raise taxes. They want to bury our economy under a $2 trillion Green New Deal, which you were one of the original co-sponsors of in the United States Senate. They want to abolish fossil fuels and ban fracking, which would cost hundreds of thousands of American jobs all across the Heartland. And Joe Biden wants to go back to the economic surrender to China that when we took office, half of our international trade deficit was with China alone. And Joe Biden wants to repeal all of the tariffs that President Trump put into effect to fight for American jobs and American workers. Joe Biden says democracy’s on the ballot. Make no mistake about it, Susan. The American economy, the American comeback is on the ballot with four more years of growth and opportunity –
